Date,Open,High,Low,Close,Volume,Adj Close
2013-10-18,71.26,71.35,67.54,68.76,21080600,68.25
2013-10-17,71.77,72.88,71.05,71.37,21810200,70.84
2013-10-16,74.50,75.49,74.38,75.19,4368600,74.63
2013-10-15,74.51,74.93,73.76,73.87,2922900,73.32
2013-10-14,73.86,74.81,73.52,74.72,2562200,74.17
2013-10-11,73.93,74.27,73.50,74.27,2935800,73.72
2013-10-10,72.13,73.98,71.84,73.98,4894300,73.43
2013-10-09,71.71,71.88,71.18,71.38,4464100,70.85
2013-10-08,72.00,72.42,71.43,71.48,6049100,70.95
2013-10-07,72.59,72.70,72.16,72.17,4787000,71.64
2013-10-04,72.50,73.14,72.23,72.99,4297600,72.45
2013-10-03,72.50,72.98,72.26,72.52,5038300,71.98
2013-10-02,72.24,72.63,72.07,72.57,2705700,72.03
2013-10-01,71.74,72.94,71.65,72.58,4322300,72.04
2013-09-30,71.29,71.67,71.01,71.61,4183600,71.08
2013-09-27,71.70,72.11,71.50,71.99,3548000,71.46
2013-09-26,72.00,72.81,71.92,72.16,2413200,71.63
2013-09-25,72.30,72.66,71.86,71.98,4812900,71.45
2013-09-24,72.18,72.94,71.63,72.32,4855200,71.79
2013-09-23,70.80,71.94,70.62,71.82,4482500,71.29
2013-09-20,70.55,71.75,70.40,70.57,9088700,70.05
2013-09-19,73.09,73.12,70.62,70.84,8322900,70.32
2013-09-18,74.15,74.19,72.44,73.04,7725600,72.50
2013-09-17,75.11,75.35,73.93,74.31,5138100,73.76
2013-09-16,75.09,75.88,74.97,75.12,4224800,74.57
2013-09-13,74.92,75.25,74.12,74.48,3421000,73.93
2013-09-12,75.32,75.50,74.70,74.74,2823800,74.19
2013-09-11,74.58,75.19,74.33,75.18,3819200,74.62
2013-09-10,74.60,74.64,73.84,74.63,3925400,73.80
2013-09-09,74.11,74.55,73.78,74.25,2629600,73.43
2013-09-06,74.24,74.79,72.55,74.06,3584100,73.24
2013-09-05,73.34,74.23,73.14,74.04,2861600,73.22
2013-09-04,72.46,73.35,72.20,73.35,3333600,72.54
2013-09-03,71.81,72.77,71.79,72.56,3801500,71.75
2013-08-30,72.46,72.81,71.49,71.74,4186200,70.94
2013-08-29,71.34,72.83,71.15,72.44,5243500,71.64
2013-08-28,71.40,72.16,71.35,71.54,3297700,70.75
2013-08-27,71.95,72.14,71.32,71.52,3626200,70.73
2013-08-26,72.64,72.92,72.28,72.38,2797700,71.58
2013-08-23,72.01,72.72,71.91,72.54,3215600,71.73
2013-08-22,72.04,72.74,71.83,71.97,2959400,71.17
2013-08-21,72.18,72.34,71.47,71.85,3314200,71.05
2013-08-20,71.85,72.84,71.61,72.46,3110000,71.66
2013-08-19,71.53,72.20,71.46,71.71,2794800,70.91
2013-08-16,71.15,71.98,71.00,71.43,3323600,70.64
2013-08-15,71.99,72.62,71.37,71.40,3402000,70.61
2013-08-14,73.19,73.30,72.31,72.49,3079000,71.68
2013-08-13,72.43,73.39,72.31,73.35,2627400,72.54
2013-08-12,72.41,72.59,72.01,72.39,3043300,71.59
2013-08-09,73.20,73.59,72.27,72.93,2556900,72.12
2013-08-08,73.15,73.67,72.86,73.18,2171600,72.37
2013-08-07,73.18,73.40,72.62,72.92,2807300,72.11
2013-08-06,73.18,73.37,72.53,73.24,3089500,72.43
2013-08-05,72.36,73.58,72.30,73.34,2871000,72.53
2013-08-02,73.03,73.03,71.93,72.26,3622500,71.46
2013-08-01,73.23,73.52,72.90,73.16,3254000,72.35
2013-07-31,72.47,73.66,72.47,72.85,5964700,72.04
2013-07-30,72.88,73.22,71.98,72.27,5375400,71.47
2013-07-29,72.11,72.86,71.96,72.79,3835300,71.98
2013-07-26,72.13,72.59,71.57,72.21,3826000,71.41
2013-07-25,72.08,72.62,71.70,72.62,3840600,71.81
2013-07-24,72.81,73.15,72.18,72.53,6023300,71.72
2013-07-23,72.21,72.74,71.82,72.69,3934300,71.88
2013-07-22,71.56,72.54,71.40,72.18,5038000,71.38
2013-07-19,70.61,72.09,70.16,71.45,7504900,70.66
2013-07-18,69.35,70.85,68.91,70.55,14082900,69.77
2013-07-17,67.01,67.44,65.92,66.23,8904300,65.49
2013-07-16,67.24,67.35,66.56,66.91,5459600,66.17
2013-07-15,68.13,68.19,67.46,67.62,3813600,66.87
2013-07-12,68.57,68.74,67.69,68.00,4645600,67.24
