date,trend_spread,high,high_today,high_after,high_trend,low,low_today,low_after,low_trend,spread_after
2013-12-18,7.714452232797127,MMM,134.91,135.52,0.45215328737677984,MSFT,36.31,35.98,-0.9088405397962142,-1.360993827172994
2013-12-19,8.599370104251594,MMM,135.52,135.83,0.22874852420307132,MSFT,35.98,36.53,1.5286270150083499,1.2998784908052785
2013-12-20,3.876370974271449,AXP,87.12,87.86,0.8494031221303889,WMT,76.93,77.37,0.57194852463278,-0.2774545974976089
2013-12-23,4.597800115039105,CSCO,21.23,21.34,0.518134715025904,NKE,76.87,77.42,0.7154936906465424,0.19735897562063842
2013-12-24,5.230349537487439,CAT,89.79,90.03,0.26729034413631236,PFE,30.04,30.3,0.8655126498002714,0.5982223056639591
2013-12-26,3.2738833930196534,CSCO,21.45,21.67,1.0256410256410369,PG,80.5,80.75,0.3105590062111801,-0.7150820194298568
2013-12-27,3.2203248202110424,XOM,100.8,99.6,-1.1904761904761934,JPM,57.4,57.21,-0.33101045296166853,0.8594657375145248
2013-12-30,3.88422169477783,DIS,76.23,76.4,0.22300931391840703,BA,135.16,135.72,0.4143237644273471,0.19131445050894005
2013-12-31,4.177809244359551,CSCO,22.07,21.81,-1.1780697779791642,BA,135.72,135.9,0.13262599469496525,1.3106957726741295
2014-01-02,4.378046266820188,DIS,76.27,76.11,-0.20978104103841166,PG,79.3,79.21,-0.11349306431274075,0.09628797672567091
2014-01-03,3.7827533698189475,JPM,58.29,58.63,0.5832904443300796,PG,79.21,79.4,0.2398687034465496,-0.34342174088353
2014-01-06,4.9618072078639335,JPM,58.63,57.95,-1.159815793962135,MSFT,35.86,36.14,0.7808142777467963,1.9406300717089313
2014-01-07,5.750529415373896,JNJ,93.62,93.49,-0.13885921811579754,DD,61.89,62.69,1.292615931491351,1.4314751496071485
2014-01-08,5.660852670488358,JNJ,93.49,94.05,0.5989945448711117,MSFT,35.49,35.27,-0.6198929275852321,-1.2188874724563439
2014-01-09,5.449013470430793,BA,141.33,141.1,-0.16273968725678778,T,33.11,33.18,0.2114164904862588,0.37415617774304655
2014-01-10,5.205868076980822,DD,63.1,62.22,-1.3946117274168028,CVX,119.94,118.2,-1.4507253626813366,-0.05611363526453372
2014-01-13,9.973727280558192,MRK,52.71,52.59,-0.2276607854297049,CVX,118.2,118.52,0.27072758037224465,0.49838836580194956
2014-01-14,10.032213649234937,MRK,52.59,52.11,-0.9127210496292146,CVX,118.52,118.13,-0.32905838677016586,0.5836626628590488
2014-01-15,7.224097900831569,MRK,52.11,52.09,-0.03838034926117064,NKE,75.2,74.56,-0.8510638297872347,-0.8126834805260641
2014-01-16,7.0605136619336815,MSFT,36.62,36.11,-1.392681594756958,UNH,72.5,72.26,-0.33103448275861364,1.0616471119983444
2014-01-17,6.894119791726003,AXP,90.74,90.36,-0.41877892880757717,INTC,25.61,25.35,-1.0152284263959315,-0.5964494975883543
2014-01-21,7.698780201462371,V,231.51,232.57,0.45786359120556447,INTC,25.35,25.07,-1.1045364891518783,-1.5624000803574427
2014-01-22,9.699950546557526,V,232.57,227.84,-2.0337962763898996,INTC,25.07,24.89,-0.7179896290386906,1.315806647351209
2014-01-23,5.026951934867005,DIS,74.79,72.72,-2.767749699157651,TRV,82.58,81.13,-1.7558730927585406,1.0118766063991105
2014-01-24,7.677167226000028,MSFT,36.54,35.76,-2.1346469622331723,DD,59.55,59.82,0.4534005037783428,2.588047466011515
2014-01-27,9.494201899726647,MRK,52.12,52.46,0.6523407521105208,V,215.83,220.56,2.191539637677797,1.5391988855672762
2014-01-28,8.15236011885741,CAT,91.93,90.09,-2.0015228978570687,MMM,128.96,129.4,0.34119106699751683,2.3427139648545854
2014-01-29,10.185826286963003,CAT,90.09,92.65,2.841602841602844,BA,129.05,125.82,-2.5029058504455777,-5.3445086920484215
2014-01-30,11.829147701860144,PFE,30.57,30.15,-1.373895976447503,BA,125.82,124.56,-1.0014306151645136,0.37246536128298935
2014-01-31,12.960093896713614,MSFT,37.56,36.21,-3.5942492012779588,BA,124.56,122.39,-1.742132305716122,1.8521168955618368
2014-02-03,7.302446247808369,CAT,91.88,91.96,0.08707009142359415,XOM,89.42,89.39,-0.03354954148960092,-0.12061963291319507
2014-02-04,6.8604273593678915,PFE,31.18,30.65,-1.6998075689544616,UTX,108.53,107.35,-1.087256979636973,0.6125505893174885
2014-02-05,7.010164600497197,PFE,30.65,30.84,0.6199021207177856,UTX,107.35,108.88,1.425244527247323,0.8053424065295375
2014-02-06,8.786780168500838,DIS,75.56,75.67,0.14557967178401193,MSFT,35.91,36.29,1.0582010582010655,0.9126213864170536
2014-02-07,6.970774012663634,DIS,75.67,77.06,1.836923483546981,T,31.88,32.02,0.439146800501895,-1.397776683045086
2014-02-10,8.916125563949796,DIS,77.06,77.79,0.9473137814689904,UNH,69.49,70.37,1.2663692617642968,0.3190554802953064
2014-02-11,6.447453815146894,BA,129.43,128.13,-1.0044039249015,UNH,70.37,69.99,-0.5400028421202354,0.4644010827812646
2014-02-12,4.521403451250397,DIS,77.91,77.9,-0.012835322808356957,UNH,69.99,70.95,1.3716245177882669,1.3844598405966237
2014-02-13,5.7214682519538425,T,33.06,32.72,-1.0284331518451402,CSCO,22.08,22.37,1.3134057971014614,2.3418389489466014
2014-02-14,5.584696232650637,UNH,73.26,73.56,0.4095004095004056,VZ,46.0,45.47,-1.1521739130434807,-1.5616743225438863
2014-02-18,8.046299646709723,UNH,73.56,73.29,-0.3670473083197336,VZ,45.47,46.02,1.2095887398284677,1.5766360481482014
2014-02-19,7.3137426231632015,UNH,73.29,73.22,-0.09551098376314283,KO,36.81,37.01,0.5433306166802383,0.6388416004433811
2014-02-20,7.625346182424071,VZ,47.59,46.75,-1.7650766967850458,KO,37.01,36.89,-0.32423669278572664,1.4408400039993192
2014-02-21,5.754254642265972,VZ,46.75,45.72,-2.203208556149735,WMT,72.65,72.88,0.3165863730213211,2.519794929171056
2014-02-24,6.038889517728064,NKE,77.6,77.87,0.3479381443299101,WMT,72.88,72.88,0.0,-0.3479381443299101
2014-02-25,8.320453981601664,HD,80.52,81.23,0.8817685047193343,VZ,45.78,45.84,0.13106159895151218,-0.7507069057678222
2014-02-26,7.493726523169005,HD,81.23,81.5,0.3323895112643063,T,31.59,31.81,0.6964229186451373,0.36403340738083095
2014-02-27,7.593521195542552,HD,81.5,81.56,0.07361963190184329,JPM,56.33,56.46,0.23078288656133952,0.15716325465949624
2014-02-28,3.5203902264510556,VZ,47.06,46.79,-0.5737356566085914,T,31.52,31.45,-0.2220812182741126,0.3516544383344788
2014-03-03,4.137792243547305,VZ,46.79,47.37,1.2395811070741576,V,221.44,225.5,1.8334537572254346,0.593872650151277
2014-03-04,4.0079479140410585,UNH,77.85,77.71,-0.17983301220295514,MMM,132.68,133.85,0.8818209225203403,1.0616539347232954
2014-03-05,5.83995716712812,GS,171.9,172.6,0.40721349621872516,XOM,93.8,93.76,-0.042643923240929686,-0.44985741945965485
2014-03-06,6.704949508659902,DIS,83.34,82.21,-1.3558915286777173,XOM,93.76,94.99,1.3118600682593746,2.6677515969370917
2014-03-07,5.328573186977108,JPM,59.03,58.83,-0.3388107741826238,XOM,94.99,95.5,0.5368986209074693,0.8757093950900932
2014-03-10,3.4902530275585915,NKE,78.98,78.8,-0.22790579893644825,BA,126.89,125.67,-0.9614626842146732,-0.7335568852782249
2014-03-11,6.095760926696496,MCD,98.78,98.71,-0.07086454747925429,DIS,81.05,81.38,0.407156076495988,0.4780206239752423
2014-03-12,6.558704809634077,MCD,98.71,97.37,-1.35751190355586,BA,124.43,121.89,-2.0413083661496474,-0.6837964625937873
2014-03-13,6.423081629696964,MCD,97.37,97.58,0.2156721782889943,UTX,112.89,112.6,-0.2568872353618622,-0.4725594136508565
2014-03-14,4.487926753563202,T,32.07,32.46,1.2160898035547258,PFE,31.23,31.42,0.6083893691962897,-0.6077004343584361
2014-03-17,3.334176083112416,T,32.46,32.55,0.2772643253234636,AXP,91.03,91.36,0.3625178512578252,0.08525352593436158
2014-03-18,4.594635823909834,MSFT,39.55,39.27,-0.7079646017698965,WMT,74.77,74.38,-0.5215995720208648,0.18636502974903169
2014-03-19,7.144181125103318,UNH,79.96,81.53,1.9634817408704448,MCD,96.1,96.6,0.5202913631633715,-1.4431903777070731
2014-03-20,8.120499007953654,UNH,81.53,81.34,-0.23304305163743128,PG,77.7,77.26,-0.5662805662805633,-0.33323751464313206
2014-03-21,9.844582673311967,UNH,81.34,81.28,-0.07376444553725384,NKE,75.21,74.86,-0.46536364845099637,-0.3915992029137425
2014-03-24,10.184459232007091,JPM,60.69,60.55,-0.23068050749711747,NKE,74.86,73.65,-1.6163505209724736,-1.3856700134753561
2014-03-25,10.889587013160854,IBM,195.04,192.62,-1.2407711238720198,NKE,73.65,73.22,-0.5838424983027927,0.6569286255692272
2014-03-26,6.630161441045848,IBM,192.62,189.83,-1.448447720901252,V,215.68,215.77,0.04172848664688585,1.490176207548138
2014-03-27,6.440698042780594,MRK,55.73,55.98,0.4485914229319936,MSFT,39.36,40.3,2.3882113821138153,1.9396199591818217
2014-03-28,5.8288211542610515,XOM,97.7,97.68,-0.020470829068573202,V,212.09,215.86,1.7775472676693902,1.7980180967379633
2014-03-31,3.3332305149951904,XOM,97.68,97.73,0.05118755118754827,PFE,32.12,31.95,-0.5292652552926469,-0.5804528064801951
2014-04-01,6.873838709167368,CSCO,23.1,22.99,-0.47619047619048904,KO,38.41,38.33,-0.20827909398593675,0.2679113822045523
2014-04-02,5.999065934575852,UTX,119.87,119.77,-0.08342370901811005,KO,38.33,38.07,-0.678319853900334,-0.594896144882224
2014-04-03,5.394771167908086,CSCO,23.09,22.71,-1.6457340840190515,KO,38.07,38.22,0.3940110323089009,2.0397451163279525
2014-04-04,6.100311364187001,CAT,101.57,100.52,-1.0337698139214309,MSFT,39.87,39.8,-0.1755706044645104,0.8581992094569204
2014-04-07,7.558343092134483,INTC,26.49,26.91,1.585503963759916,V,203.41,202.59,-0.4031266899365779,-1.988630653696494
2014-04-08,7.956669891542776,KO,38.9,38.99,0.23136246786633266,V,202.59,207.54,2.44335850733007,2.2119960394637372
2014-04-09,6.2465389321889315,INTC,26.98,26.43,-2.0385470719051177,GS,158.16,155.98,-1.3783510369246377,0.6601960349804801
2014-04-10,5.206452593564532,MCD,99.43,99.29,-0.14080257467565177,JPM,57.4,55.3,-3.658536585365856,-3.517734010690204
2014-04-11,7.6311226808401456,MRK,55.92,55.57,-0.625894134477828,JPM,55.3,54.96,-0.6148282097649119,0.01106592471291612
2014-04-14,9.061334183763849,MCD,100.11,100.83,0.7192088702427318,JPM,54.96,54.8,-0.29112081513828914,-1.0103296853810209
2014-04-15,7.846664809079123,KO,40.18,40.59,1.0204081632653155,JPM,54.8,55.26,0.8394160583941622,-0.18099210487115325
2014-04-16,7.436722968208116,V,209.36,207.95,-0.6734810852120867,UNH,78.19,75.78,-3.082235579997438,-2.4087544947853514
2014-04-17,9.432149451840061,KO,40.72,40.75,0.073673870333991,UNH,75.78,74.95,-1.095275798363682,-1.168949668697673
2014-04-21,9.113455645562837,MMM,138.62,138.89,0.19477708844321295,UNH,74.95,75.76,1.0807204803202166,0.8859433918770037
2014-04-22,7.142810381031715,HD,79.67,78.52,-1.443454248776209,UNH,75.76,75.33,-0.5675818373812128,0.8758724113949962
2014-04-23,5.322534190660513,PFE,30.92,30.71,-0.6791720569210894,T,34.92,34.5,-1.2027491408934756,-0.5235770839723862
2014-04-24,6.898219776599931,CAT,105.28,104.69,-0.5604103343465078,T,34.5,34.49,-0.028985507246371042,0.5314248271001367
2014-04-25,6.892144186259051,TRV,88.31,89.64,1.506058204053899,V,198.93,201.42,1.2516965766852564,-0.25436162736864265
2014-04-28,7.165972835967463,PFE,32.04,31.76,-0.8739076154806416,V,201.42,202.67,0.6205937841326581,1.4945013996132996
