date,trend_spread,high,high_today,high_after,high_trend,low,low_today,low_after,low_trend,spread_after
2014-01-08,7.592569308859698,BA,140.03,141.33,0.9283724916089491,MSFT,35.49,35.27,-0.6198929275852321,-1.5482654191941811
2014-01-09,8.426142644769566,JNJ,94.05,94.06,0.01063264221159502,MSFT,35.27,35.77,1.417635384179189,1.4070027419675941
2014-01-10,5.840768349020748,JNJ,94.06,93.82,-0.25515628322348405,CVX,119.94,118.2,-1.4507253626813366,-1.1955690794578526
2014-01-13,10.656228851915381,MRK,52.71,52.59,-0.2276607854297049,CVX,118.2,118.52,0.27072758037224465,0.49838836580194956
2014-01-14,10.168549913231944,MRK,52.59,52.11,-0.9127210496292146,CVX,118.52,118.13,-0.32905838677016586,0.5836626628590488
2014-01-15,8.816435524162296,MRK,52.11,52.09,-0.03838034926117064,CVX,118.13,117.78,-0.2962837551849609,-0.2579034059237903
2014-01-16,10.369434607661763,MRK,52.09,51.55,-1.036667306584769,UNH,72.5,72.26,-0.33103448275861364,0.7056328238261553
2014-01-17,9.574520014573928,V,231.76,231.51,-0.10787021056265103,NKE,73.17,73.52,0.4783381167144927,0.5862083272771438
2014-01-21,8.37776617878033,V,231.51,232.57,0.45786359120556447,MRK,51.43,50.95,-0.9333074081275459,-1.3911709993331103
2014-01-22,9.175026579407962,V,232.57,227.84,-2.0337962763898996,INTC,25.07,24.89,-0.7179896290386906,1.315806647351209
2014-01-23,7.796798032227907,V,227.84,220.85,-3.067942415730341,INTC,24.89,24.58,-1.245480112494987,1.8224623032353542
2014-01-24,8.05305349511464,MSFT,36.54,35.76,-2.1346469622331723,GE,24.73,24.85,0.4852405984634088,2.619887560696581
2014-01-27,7.979212416470155,MRK,52.12,52.46,0.6523407521105208,V,215.83,220.56,2.191539637677797,1.5391988855672762
2014-01-28,8.591609181059786,CAT,91.93,90.09,-2.0015228978570687,DD,59.15,60.29,1.9273034657650054,3.928826363622074
2014-01-29,12.15438383032095,MSFT,36.39,36.59,0.5496015388843167,BA,129.05,125.82,-2.5029058504455777,-3.0525073893298944
2014-01-30,15.793113397946223,CAT,92.65,93.36,0.7663248785752765,BA,125.82,124.56,-1.0014306151645136,-1.7677554937397901
2014-01-31,17.3071846123539,CAT,93.36,91.88,-1.5852613538988904,BA,124.56,122.39,-1.742132305716122,-0.15687095181723154
2014-02-03,13.592267618932901,PFE,30.35,31.18,2.7347611202635855,BA,122.39,121.36,-0.8415720238581593,-3.5763331441217447
2014-02-04,14.406131066477759,DD,61.18,61.47,0.4740111147433788,BA,121.36,120.72,-0.527356624917601,-1.00136773966098
2014-02-05,9.100542295662082,PFE,30.65,30.84,0.6199021207177856,BA,120.72,121.98,1.0437375745526882,0.4238354538349026
2014-02-06,7.754052897509981,DIS,75.56,75.67,0.14557967178401193,UTX,108.88,110.15,1.1664217487141904,1.0208420769301785
2014-02-07,7.595552207593968,DIS,75.67,77.06,1.836923483546981,MSFT,36.29,36.53,0.6613392119041113,-1.1755842716428697
2014-02-10,11.520084005272354,DIS,77.06,77.79,0.9473137814689904,UNH,69.49,70.37,1.2663692617642968,0.3190554802953064
2014-02-11,9.32971592594753,DIS,77.79,77.91,0.1542614731970566,UNH,70.37,69.99,-0.5400028421202354,-0.694264315317292
2014-02-12,9.392113099116923,DIS,77.91,77.9,-0.012835322808356957,UNH,69.99,70.95,1.3716245177882669,1.3844598405966237
2014-02-13,7.151492158164582,BA,129.5,130.16,0.5096525096525071,CSCO,22.08,22.37,1.3134057971014614,0.8037532874489544
2014-02-14,5.3311237641653495,DIS,79.23,79.58,0.4417518616685527,VZ,46.0,45.47,-1.1521739130434807,-1.5939257747120334
2014-02-18,8.705141791761212,UNH,73.56,73.29,-0.3670473083197336,KO,37.18,36.81,-0.9951586874663729,-0.6281113791466393
2014-02-19,8.140105852299154,UNH,73.29,73.22,-0.09551098376314283,KO,36.81,37.01,0.5433306166802383,0.6388416004433811
2014-02-20,7.850684053419524,XOM,95.37,95.03,-0.3565062388591836,KO,37.01,36.89,-0.32423669278572664,0.032269546073456945
2014-02-21,7.744478894733693,XOM,95.03,96.44,1.4837419762180328,KO,36.89,37.21,0.8674437516942268,-0.616298224523806
2014-02-24,7.338825503383547,NKE,77.6,77.87,0.3479381443299101,KO,37.21,37.47,0.6987368986831444,0.35079875435323427
2014-02-25,7.342432581380962,HD,80.52,81.23,0.8817685047193343,BA,126.78,126.61,-0.13409055056002658,-1.015859055279361
2014-02-26,9.427665488671947,HD,81.23,81.5,0.3323895112643063,T,31.59,31.81,0.6964229186451373,0.36403340738083095
2014-02-27,8.659429423002223,HD,81.5,81.56,0.07361963190184329,T,31.81,31.52,-0.9116629990568977,-0.985282630958741
2014-02-28,8.136884287073661,HD,81.56,81.53,-0.03678273663560708,T,31.52,31.45,-0.2220812182741126,-0.1852984816385055
2014-03-03,8.44725266558852,HD,81.53,82.4,1.0670918680240458,JPM,55.86,56.9,1.8617973505191534,0.7947054824951076
2014-03-04,4.586795998214123,UNH,77.85,77.71,-0.17983301220295514,MCD,94.98,95.02,0.04211412929036854,0.22194714149332367
2014-03-05,7.667141702531624,GS,171.9,172.6,0.40721349621872516,XOM,93.8,93.76,-0.042643923240929686,-0.44985741945965485
2014-03-06,6.535987035271224,GS,172.6,174.26,0.9617612977983757,XOM,93.76,94.99,1.3118600682593746,0.3500987704609989
2014-03-07,6.021693580276986,GS,174.26,173.51,-0.4303913692184093,XOM,94.99,95.5,0.5368986209074693,0.9672899901258787
2014-03-10,6.360819799389114,GS,173.51,169.89,-2.0863350815514985,BA,126.89,125.67,-0.9614626842146732,1.1248723973368253
2014-03-11,7.502339633426616,MCD,98.78,98.71,-0.07086454747925429,BA,125.67,124.43,-0.9867112278188866,-0.9158466803396323
2014-03-12,7.268748975802139,MCD,98.71,97.37,-1.35751190355586,BA,124.43,121.89,-2.0413083661496474,-0.6837964625937873
2014-03-13,7.281747707787107,MCD,97.37,97.58,0.2156721782889943,BA,121.89,123.11,1.0009024530314208,0.7852302747424265
2014-03-14,7.291059937518887,MCD,97.58,97.6,0.02049600327935645,GS,165.35,166.84,0.9011188388267368,0.8806228355473804
2014-03-17,6.365167241468642,MCD,97.6,97.31,-0.29713114754097547,GS,166.84,168.09,0.7492208103572284,1.046351957898204
2014-03-18,5.832538299924242,MSFT,39.55,39.27,-0.7079646017698965,HD,79.82,79.75,-0.08769731896766875,0.6202672828022278
2014-03-19,5.685346119581779,UNH,79.96,81.53,1.9634817408704448,MCD,96.1,96.6,0.5202913631633715,-1.4431903777070731
2014-03-20,7.534398534937929,MSFT,40.33,40.16,-0.421522439871068,PG,77.7,77.26,-0.5662805662805633,-0.1447581264094953
2014-03-21,11.421351013286953,UNH,81.34,81.28,-0.07376444553725384,NKE,75.21,74.86,-0.46536364845099637,-0.3915992029137425
2014-03-24,11.655406698214335,MSFT,40.5,40.34,-0.3950617283950533,NKE,74.86,73.65,-1.6163505209724736,-1.2212887925774203
2014-03-25,12.805524244661665,T,34.27,34.16,-0.3209804493726482,NKE,73.65,73.22,-0.5838424983027927,-0.2628620489301445
2014-03-26,12.502862899866562,T,34.16,34.51,1.0245901639344306,NKE,73.22,73.32,0.13657470636437355,-0.8880154575700571
2014-03-27,10.863408243228385,JNJ,97.28,97.44,0.1644736842105228,NKE,73.32,73.54,0.30005455537372216,0.13558087116319936
2014-03-28,8.644445859782934,XOM,97.7,97.68,-0.020470829068573202,V,212.09,215.86,1.7775472676693902,1.7980180967379633
2014-03-31,7.774863154153048,MRK,56.77,56.37,-0.7045974986788897,V,215.86,214.7,-0.5373853423515357,0.16721215632735398
2014-04-01,5.983078246057951,CSCO,23.1,22.99,-0.47619047619048904,V,214.7,214.66,-0.018630647414993966,0.45755982877549506
2014-04-02,5.661948642510197,CAT,102.03,101.95,-0.07840831128099411,KO,38.33,38.07,-0.678319853900334,-0.5999115426193399
2014-04-03,7.70386738610353,CSCO,23.09,22.71,-1.6457340840190515,KO,38.07,38.22,0.3940110323089009,2.0397451163279525
2014-04-04,5.005160378932904,UTX,118.18,116.18,-1.6923337282112032,V,207.7,203.41,-2.0654790563312435,-0.3731453281200403
2014-04-07,8.556651007411014,CSCO,22.85,22.94,0.3938730853391678,V,203.41,202.59,-0.4031266899365779,-0.7969997752757457
2014-04-08,9.18109591145322,INTC,26.91,26.98,0.2601263470828699,GS,156.56,158.16,1.0219724067450142,0.7618460596621444
2014-04-09,9.656404187640286,INTC,26.98,26.43,-2.0385470719051177,GS,158.16,155.98,-1.3783510369246377,0.6601960349804801
2014-04-10,8.414100922019891,KO,38.89,38.63,-0.6685523270763641,V,201.55,196.63,-2.441081617464657,-1.7725292903882925
2014-04-11,9.323931407584274,IBM,195.19,197.77,1.321789026077162,JPM,55.3,54.96,-0.6148282097649119,-1.936617235842074
2014-04-14,10.043004477958755,MCD,100.11,100.83,0.7192088702427318,JPM,54.96,54.8,-0.29112081513828914,-1.0103296853810209
2014-04-15,10.172391575462003,KO,40.18,40.59,1.0204081632653155,JPM,54.8,55.26,0.8394160583941622,-0.18099210487115325
2014-04-16,10.869265038043233,KO,40.59,40.72,0.3202759300320164,JPM,55.26,55.22,-0.07238508867173209,-0.3926610187037485
2014-04-17,11.253388420060348,CVX,123.68,124.24,0.4527813712807148,UNH,75.78,74.95,-1.095275798363682,-1.5480571696443968
2014-04-21,11.423615212080362,V,209.13,209.97,0.4016640367235707,UNH,74.95,75.76,1.0807204803202166,0.679056443596646
2014-04-22,9.431588577653729,KO,40.71,40.73,0.04912797838367974,UNH,75.76,75.33,-0.5675818373812128,-0.6167098157648926
2014-04-23,10.375088820813927,BA,130.63,129.86,-0.5894511214881588,UNH,75.33,76.59,1.6726403823178086,2.2620915038059675
2014-04-24,8.597711444009812,HD,79.77,79.38,-0.4889056036103806,T,34.5,34.49,-0.028985507246371042,0.45992009636400955
2014-04-25,7.308135047355971,HD,79.38,80.17,0.9952128999748128,V,198.93,201.42,1.2516965766852564,0.2564836767104436
2014-04-28,7.510422077279144,PFE,32.04,31.76,-0.8739076154806416,V,201.42,202.67,0.6205937841326581,1.4945013996132996
