date,trend_spread,high,high_today,high_after,high_trend,low,low_today,low_after,low_trend,spread_after
2013-10-24,4.09493535308487,HD,75.97,75.44,-0.6976438067658302,T,33.73,34.28,1.630595908686642,2.3282397154524723
2013-10-25,6.716218031568158,MSFT,35.2,35.04,-0.454545454545465,PG,78.77,80.05,1.6249841310143471,2.079529585559812
2013-10-28,4.1818023128325175,PG,80.05,81.19,1.4241099312929428,MRK,44.59,44.82,0.5158107198923455,-0.9082992114005973
2013-10-29,2.930647578365731,IBM,180.16,178.21,-1.0823712255772584,CAT,83.04,82.46,-0.6984585741811326,0.38391265139612585
2013-10-30,1.7540214646672874,GE,25.93,25.71,-0.8484381025838752,PG,80.27,79.51,-0.9468045346953916,-0.09836643211151641
2013-10-31,4.420044459954776,XOM,88.39,88.59,0.22626994003846912,V,195.92,198.4,1.265822784810136,1.0395528447716669
2013-11-01,3.5533675815372407,BA,131.8,131.57,-0.17450682852808663,CVX,116.0,116.09,0.07758620689655465,0.2520930354246413
2013-11-04,3.904510152787946,XOM,90.83,90.73,-0.11009578333149214,V,195.67,196.62,0.4855113200797348,0.5956071034112269
2013-11-05,4.667258275123291,CSCO,22.7,22.91,0.9251101321585942,T,34.61,34.89,0.8090147356255452,-0.11609539653304901
2013-11-06,4.772172656066913,MSFT,37.61,36.94,-1.7814411060888107,NKE,76.29,75.23,-1.3894350504653326,0.3920060556234781
2013-11-07,3.1393791033050884,IBM,179.02,179.01,-0.00558596804827356,DIS,66.33,67.74,2.125734961555852,2.1313209296041253
2013-11-08,4.751876262998367,JPM,53.27,53.41,0.2628120893560981,HD,74.68,74.57,-0.14729512587039856,-0.4101072152264967
2013-11-11,2.318947184924328,IBM,181.88,182.07,0.10446448207609288,BA,131.79,131.59,-0.1517565824417548,-0.25622106451784765
2013-11-12,2.991498269769629,MRK,46.8,46.55,-0.5341880341880342,TRV,85.44,86.21,0.9012172284644149,1.435405262652449
2013-11-13,3.2256994050792396,MSFT,37.59,37.45,-0.3724394785847315,DD,60.51,61.36,1.4047264914890123,1.7771659700737437
2013-11-14,12.684481365653399,HD,78.1,79.18,1.3828425096030892,CSCO,21.03,21.2,0.8083689966714128,-0.5744735129316764
2013-11-15,2.860636212239378,XOM,94.6,94.78,0.19027484143763934,MCD,95.31,96.03,0.7554296506137854,0.565154809176146
2013-11-18,3.360029445383972,BA,137.58,136.21,-0.995784270969621,MSFT,36.65,36.47,-0.49113233287858044,0.5046519380910406
2013-11-19,2.50475507894097,CVX,120.99,120.93,-0.04959087527893881,V,197.03,197.76,0.3705019540171496,0.4200928292960884
2013-11-20,4.2085754977570815,MSFT,36.8,37.12,0.8695652173913052,BA,131.71,132.18,0.35684458279553477,-0.5127206345957704
2013-11-21,3.3862247392499567,INTC,24.99,23.64,-5.40216086434573,CAT,81.11,81.86,0.9246702009616571,6.326831065307387
2013-11-22,7.694489507105604,BA,135.21,132.25,-2.189187190296581,INTC,23.64,23.53,-0.46531302876480296,1.723874161531778
2013-11-25,4.021583965278257,CAT,83.36,83.32,-0.04798464491363514,BA,132.25,134.02,1.3383742911153196,1.3863589360289548
2013-11-26,2.971574001650491,DIS,70.31,69.91,-0.5689091167686042,IBM,176.34,177.99,0.9356924123851682,1.5046015291537724
2013-11-27,1.593236901659778,INTC,23.67,23.61,-0.25348542458809575,DIS,69.91,69.68,-0.3289944213989269,-0.07550899681083112
2013-11-29,2.0342749256478982,MSFT,37.85,38.16,0.8190224570673584,VZ,48.55,48.19,-0.7415036045314097,-1.5605260615987682
2013-12-02,5.187494568981599,V,204.76,201.39,-1.6458292635280352,MMM,126.85,125.77,-0.8513992905005899,0.7944299730274452
2013-12-03,2.943092259520265,XOM,93.73,94.0,0.28806145310999254,DD,60.08,59.84,-0.3994673768308836,-0.6875288299408762
2013-12-04,2.5562664373725923,MSFT,38.65,37.72,-2.4062095730918496,MRK,48.49,48.0,-1.0105176325015508,1.3956919405902988
2013-12-05,4.574576920030632,INTC,24.03,24.59,2.3304203079483927,MSFT,37.72,38.07,0.9278897136797493,-1.4025305942686435
2013-12-06,2.2509566873871822,INTC,24.59,24.69,0.40666937779585777,V,201.51,201.23,-0.1389509205498492,-0.545620298345707
2013-12-09,2.058567945961444,GE,26.74,26.69,-0.1869857890800193,MCD,94.91,94.62,-0.30555262880622913,-0.11856683972620982
2013-12-10,2.7623953910915535,GS,169.16,167.04,-1.2532513596594967,MSFT,37.83,37.33,-1.3217023526301876,-0.0684509929706909
2013-12-11,6.122115748812441,V,205.29,203.07,-1.0813970480783277,NKE,76.37,76.0,-0.48448343590415677,0.5969136121741709
2013-12-12,3.4503877391970965,XOM,94.69,94.64,-0.05280388636603354,KO,38.9,38.92,0.05141388174808002,0.10421776811411357
2013-12-13,3.338056981266095,V,206.99,207.38,0.18841489927048957,MSFT,36.42,36.62,0.5491488193300267,0.3607339200595371
2013-12-16,3.7471227620106893,IBM,176.88,174.8,-1.1759384893713163,PG,80.43,79.67,-0.9449210493596979,0.2310174400116184
2013-12-17,4.378536096853373,MMM,130.53,134.91,3.3555504481728304,VZ,46.53,47.42,1.9127444659359565,-1.442805982236874
2013-12-18,3.6441827749934452,MMM,134.91,135.52,0.45215328737677984,BA,134.73,134.41,-0.2375120611593507,-0.6896653485361306
2013-12-19,2.2446075687516602,CVX,122.14,121.7,-0.36024234485017004,MSFT,35.98,36.53,1.5286270150083499,1.88886935985852
2013-12-20,3.1062910915351747,CAT,87.84,88.85,1.1498178506375123,PFE,30.0,30.1,0.3333333333333381,-0.8164845173041742
2013-12-23,2.761723536109241,CSCO,21.23,21.34,0.518134715025904,PG,80.06,80.06,0.0,-0.518134715025904
2013-12-24,2.0305235934255346,DD,63.38,63.8,0.662669611864933,UNH,73.86,74.58,0.9748172217709165,0.31214760990598345
2013-12-26,1.782028693415811,XOM,100.19,100.8,0.6088431979239439,JPM,57.46,57.4,-0.10442046641142058,-0.7132636643353645
2013-12-27,2.014803873848189,CSCO,21.67,21.89,1.0152284263959337,BA,136.13,135.16,-0.712554176155145,-1.7277826025510787
2013-12-30,3.7190572261184394,DIS,76.23,76.4,0.22300931391840703,XOM,99.6,100.49,0.8935742971887557,0.6705649832703486
2013-12-31,2.042889206458302,AXP,90.27,88.99,-1.4179683172704123,JNJ,90.94,90.38,-0.6157906311853996,0.8021776860850127
2014-01-02,2.2214593713455155,WMT,78.4,78.15,-0.3188775510204081,DD,63.26,63.33,0.11065444198545729,0.4295319930058654
2014-01-03,2.0852022097770506,JNJ,91.19,91.67,0.5263735058668758,VZ,47.37,47.64,0.5699810006333189,0.0436074947664431
2014-01-06,2.8159513465055075,GS,178.77,177.69,-0.6041282094311196,MSFT,35.86,36.14,0.7808142777467963,1.384942487177916
2014-01-07,4.215108480186287,UNH,76.23,75.35,-1.154401154401167,JPM,57.95,58.5,0.9490940465918847,2.1034952009930517
2014-01-08,3.0911770825704834,DD,62.69,63.49,1.2761205933960829,MSFT,35.49,35.27,-0.6198929275852321,-1.896013520981315
2014-01-09,3.3399104620640045,DD,63.49,63.1,-0.6142699637738235,VZ,46.98,47.22,0.5108556832694806,1.125125647043304
2014-01-10,3.267062552755298,MSFT,35.77,34.72,-2.9354207436399333,CVX,119.94,118.2,-1.4507253626813366,1.4846953809585968
2014-01-13,9.441785665846435,MRK,52.71,52.59,-0.2276607854297049,MSFT,34.72,35.51,2.2753456221198136,2.5030064075495186
2014-01-14,4.452002370260305,INTC,26.26,26.42,0.6092916984006098,BA,139.22,139.83,0.4381554374371596,-0.1711362609634502
2014-01-15,3.945136525404737,JPM,59.12,58.62,-0.8457374830852503,MRK,52.11,52.09,-0.03838034926117064,0.8073571338240797
2014-01-16,3.409829668971608,MCD,95.25,94.13,-1.1758530183727083,UNH,72.5,72.26,-0.33103448275861364,0.8448185356140947
2014-01-17,7.280034374962245,V,231.76,231.51,-0.10787021056265103,INTC,25.61,25.35,-1.0152284263959315,-0.9073582158332805
2014-01-21,3.389684921768843,KO,39.61,39.59,-0.0504922999242515,GS,172.62,173.1,0.27806743135209694,0.3285597312763484
2014-01-22,5.178742310114148,BA,143.56,140.52,-2.117581499024792,IBM,181.26,181.73,0.2592960388392358,2.376877537864028
2014-01-23,3.512580063840489,T,33.36,32.99,-1.1091127098321267,AXP,88.95,86.73,-2.495784148397975,-1.386671438565848
2014-01-24,5.493994918273265,MSFT,36.54,35.76,-2.1346469622331723,GE,24.73,24.85,0.4852405984634088,2.619887560696581
2014-01-27,8.214439055529981,CAT,90.76,91.93,1.289114147201412,V,215.83,220.56,2.191539637677797,0.9024254904763849
2014-01-28,3.7041817962103556,PFE,30.17,29.86,-1.027510772290362,DD,59.15,60.29,1.9273034657650054,2.9548142380553672
2014-01-29,7.260343371868279,DD,60.29,61.11,1.3600928843921052,BA,129.05,125.82,-2.5029058504455777,-3.862998734837683
2014-01-30,5.521773774973875,NKE,73.71,72.63,-1.4652014652014629,BA,125.82,124.56,-1.0014306151645136,0.4637708500369493
2014-01-31,6.783730168972098,MSFT,37.56,36.21,-3.5942492012779588,CVX,110.65,110.16,-0.4428377767736187,3.15141142450434
2014-02-03,4.7679409781940745,PFE,30.35,31.18,2.7347611202635855,T,31.54,32.03,1.5535827520608816,-1.181178368202704
2014-02-04,3.7058820704101283,MRK,53.1,53.12,0.0376647834274878,UTX,108.53,107.35,-1.087256979636973,-1.124921763064461
2014-02-05,2.6991038391867037,DIS,71.76,75.56,5.295429208472682,PFE,30.65,30.84,0.6199021207177856,-4.6755270877548964
2014-02-06,5.5165283872471615,DIS,75.56,75.67,0.14557967178401193,T,31.59,31.88,0.9180120291231376,0.7724323573391256
2014-02-07,3.7617951212016427,BA,126.31,126.45,0.11083841342728253,KO,37.65,38.27,1.6467463479415794,1.5359079345142967
2014-02-10,4.101339798596207,DIS,77.06,77.79,0.9473137814689904,UNH,69.49,70.37,1.2663692617642968,0.3190554802953064
2014-02-11,2.886698048223652,BA,129.43,128.13,-1.0044039249015,CSCO,22.52,22.66,0.6216696269982263,1.6260735518997262
2014-02-12,2.9948965109274557,CAT,95.61,95.55,-0.06275494195168108,PG,76.88,77.18,0.39021852237254345,0.45297346432422453
2014-02-13,4.251363488401852,T,33.06,32.72,-1.0284331518451402,CSCO,22.08,22.37,1.3134057971014614,2.3418389489466014
2014-02-14,4.944208909675592,UNH,73.26,73.56,0.4095004095004056,VZ,46.0,45.47,-1.1521739130434807,-1.5616743225438863
2014-02-18,4.299671062093865,JPM,58.12,56.9,-2.0991052993805903,KO,37.18,36.81,-0.9951586874663729,1.1039466119142174
2014-02-19,3.308694039209058,VZ,46.02,47.59,3.411560191221209,JPM,56.9,57.22,0.5623901581722326,-2.849170033048976
2014-02-20,5.186469428817023,VZ,47.59,46.75,-1.7650766967850458,WMT,73.05,72.65,-0.5475701574264086,1.217506539358637
2014-02-21,2.9595027087293135,NKE,76.25,77.6,1.7704918032786812,VZ,46.75,45.72,-2.203208556149735,-3.9737003594284164
2014-02-24,5.194777770182898,UNH,75.74,75.05,-0.9110113546342722,VZ,45.72,45.78,0.13123359580052993,1.0422449504348021
2014-02-25,6.172510488487133,HD,80.52,81.23,0.8817685047193343,BA,126.78,126.61,-0.13409055056002658,-1.015859055279361
2014-02-26,2.699974104484967,WMT,74.3,74.08,-0.29609690444145204,MCD,95.08,95.08,0.0,0.29609690444145204
2014-02-27,3.004348643527708,VZ,46.98,47.06,0.17028522775650362,CAT,96.13,96.4,0.2808696556746179,0.11058442791811429
2014-02-28,2.548626695426528,UNH,76.99,76.82,-0.22080789712949958,T,31.52,31.45,-0.2220812182741126,-0.00127332114461301
2014-03-03,1.954896470233473,HD,81.53,82.4,1.0670918680240458,V,221.44,225.5,1.8334537572254346,0.7663618892013888
2014-03-04,2.5863369132321146,AXP,92.38,91.91,-0.5087681316302218,MMM,132.68,133.85,0.8818209225203403,1.390589054150562
2014-03-05,4.696809978172676,GS,171.9,172.6,0.40721349621872516,XOM,93.8,93.76,-0.042643923240929686,-0.44985741945965485
2014-03-06,2.3760848025075996,AXP,93.28,93.62,0.36449399656947196,PFE,32.46,32.43,-0.09242144177449518,-0.45691543834396714
2014-03-07,2.9411638375501217,NKE,79.46,78.98,-0.6040775232821417,DIS,82.21,81.97,-0.29193528767789184,0.31214223560424986
2014-03-10,2.095335425427216,INTC,24.84,24.73,-0.4428341384863101,BA,126.89,125.67,-0.9614626842146732,-0.518628545728363
2014-03-11,5.846839283232169,MCD,98.78,98.71,-0.07086454747925429,GS,169.89,169.72,-0.10006474777796662,-0.029200200298712328
2014-03-12,2.3527331621563174,CVX,115.65,114.45,-1.037613488975359,PFE,31.98,31.12,-2.689180737961224,-1.651567248985865
2014-03-13,2.625575598665973,PG,78.56,78.35,-0.2673116089613136,PFE,31.12,31.23,0.353470437017993,0.6207820459793066
2014-03-14,2.7019802351376434,BA,123.11,125.42,1.8763707253675592,UNH,75.7,76.76,1.4002642007926054,-0.47610652457495384
2014-03-17,1.9552462721171608,IBM,185.81,186.81,0.538184166621818,MCD,97.6,97.31,-0.29713114754097547,-0.8353153141627935
2014-03-18,5.042484322322197,MSFT,39.55,39.27,-0.7079646017698965,BA,124.04,122.24,-1.4511447920025888,-0.7431801902326923
2014-03-19,4.305722086183109,UNH,79.96,81.53,1.9634817408704448,DIS,80.52,80.81,0.36015896671635156,-1.6033227741540932
2014-03-20,4.3365509090774665,T,33.65,33.86,0.6240713224368525,V,221.82,223.37,0.6987647642232493,0.07469344178639681
2014-03-21,7.044812762612692,JNJ,95.93,95.2,-0.7609715417491962,NKE,75.21,74.86,-0.46536364845099637,0.29560789329819986
2014-03-24,3.9691954088822463,PG,78.67,79.18,0.648277615355288,PFE,31.49,31.82,1.0479517307081672,0.3996741153528791
2014-03-25,5.223256231463837,IBM,195.04,192.62,-1.2407711238720198,NKE,73.65,73.22,-0.5838424983027927,0.6569286255692272
2014-03-26,3.204969126247904,MRK,56.02,55.73,-0.5176722599071871,JPM,59.52,59.54,0.033602150537627724,0.5512744104448148
2014-03-27,3.07463568288646,XOM,96.24,97.7,1.5170407315045802,IBM,189.83,190.45,0.32660801770003484,-1.1904327138045454
2014-03-28,4.093731148531764,MSFT,40.3,40.99,1.7121588089330149,V,212.09,215.86,1.7775472676693902,0.06538845873637533
2014-03-31,2.522091555217545,V,215.86,214.7,-0.5373853423515357,KO,38.66,38.41,-0.6466632177961719,-0.10927787544463619
2014-04-01,4.747942802862708,CSCO,23.1,22.99,-0.47619047619048904,TRV,84.39,84.65,0.3080933759924222,0.7842838521829112
2014-04-02,3.415525408854679,CAT,102.03,101.95,-0.07840831128099411,AXP,90.4,90.98,0.6415929203539804,0.7200012316349745
2014-04-03,2.830746582485763,INTC,26.41,26.16,-0.9466111321469141,MSFT,41.01,39.87,-2.7798098024871996,-1.8331986703402854
2014-04-04,3.7938529001290036,KO,38.22,38.62,1.0465724751439,V,207.7,203.41,-2.0654790563312435,-3.1120515314751436
2014-04-07,4.4190841174012006,IBM,194.52,193.29,-0.6323257248612061,PFE,31.2,30.87,-1.0576923076923022,-0.4253665828310961
2014-04-08,4.212079262565409,NKE,72.92,73.56,0.8776741634668137,GS,156.56,158.16,1.0219724067450142,0.1442982432782005
2014-04-09,4.7350773270649755,MRK,57.1,55.85,-2.189141856392294,T,34.92,35.12,0.5727376861397357,2.76187954253203
2014-04-10,4.8853146346640335,MCD,99.43,99.29,-0.14080257467565177,AXP,85.36,84.54,-0.9606373008434784,-0.8198347261678267
2014-04-11,4.023285379341621,TRV,85.3,85.5,0.2344665885111405,JPM,55.3,54.96,-0.6148282097649119,-0.8492947982760524
2014-04-14,2.853428081484895,V,201.01,204.05,1.5123625690264269,MRK,55.57,56.05,0.8637754183912126,-0.6485871506352142
2014-04-15,4.484295135083004,KO,40.18,40.59,1.0204081632653155,VZ,46.92,47.1,0.3836317135549866,-0.6367764497103289
2014-04-16,4.262471889280442,V,209.36,207.95,-0.6734810852120867,UNH,78.19,75.78,-3.082235579997438,-2.4087544947853514
2014-04-17,4.938097079747864,GE,26.56,26.59,0.11295180722891995,IBM,190.01,192.27,1.1894110836271878,1.0764592763982679
2014-04-21,3.1166664428094757,PFE,30.86,31.0,0.4536616979909286,DIS,79.11,79.45,0.4297813171533351,-0.023880380837593473
2014-04-22,2.748272517612893,HD,79.67,78.52,-1.443454248776209,XOM,100.37,100.5,0.12952077313937974,1.5729750219155887
2014-04-23,6.189883985867139,BA,130.63,129.86,-0.5894511214881588,T,34.92,34.5,-1.2027491408934756,-0.6132980194053168
2014-04-24,4.2625054315312605,CAT,105.28,104.69,-0.5604103343465078,VZ,46.28,45.94,-0.7346585998271464,-0.17424826548063865
2014-04-25,5.891426282051282,MCD,100.73,100.31,-0.416956219596944,V,198.93,201.42,1.2516965766852564,1.6686527962822004
2014-04-28,5.61190324420438,PFE,32.04,31.76,-0.8739076154806416,NKE,71.67,72.48,1.1301799916282995,2.004087607108941
