date,trend_spread,high,high_today,high_after,high_trend,low,low_today,low_after,low_trend,spread_after
2013-10-25,6.962492077776352,MSFT,35.2,35.04,-0.454545454545465,PG,78.77,80.05,1.6249841310143471,2.079529585559812
2013-10-28,7.370816551853861,MSFT,35.04,34.99,-0.1426940639269325,MRK,44.59,44.82,0.5158107198923455,0.658504783819278
2013-10-29,5.126431426894799,PG,81.19,80.27,-1.1331444759206821,MRK,44.82,44.49,-0.7362784471218169,0.39686602879886523
2013-10-30,3.3287582384590673,HD,77.06,77.07,0.012976901116001693,CAT,82.46,82.33,-0.15765219500363262,-0.1706290961196343
2013-10-31,4.48117031517109,XOM,88.39,88.59,0.22626994003846912,V,195.92,198.4,1.265822784810136,1.0395528447716669
2013-11-01,4.869323763232255,BA,131.8,131.57,-0.17450682852808663,V,198.4,195.67,-1.376008064516138,-1.2015012359880515
2013-11-04,4.3040434338496505,XOM,90.83,90.73,-0.11009578333149214,CVX,116.09,116.43,0.2928762167284033,0.4029720000598954
2013-11-05,5.06895993524889,MSFT,36.09,37.61,4.211692989747841,T,34.61,34.89,0.8090147356255452,-3.402678254122296
2013-11-06,7.961247712262274,MSFT,37.61,36.94,-1.7814411060888107,T,34.89,34.2,-1.9776440240756599,-0.1962029179868492
2013-11-07,4.825448020394042,MSFT,36.94,37.22,0.7579859231185737,DIS,66.33,67.74,2.125734961555852,1.3677490384372781
2013-11-08,5.363217746777604,JPM,53.27,53.41,0.2628120893560981,T,34.26,34.12,-0.4086398131932299,-0.671451902549328
2013-11-11,5.173321996665252,JPM,53.41,53.28,-0.2434001123385049,HD,74.57,75.37,1.0728174869250522,1.316217599263557
2013-11-12,3.25353630262596,IBM,182.07,182.55,0.2636348657110003,TRV,85.44,86.21,0.9012172284644149,0.6375823627534145
2013-11-13,4.107262293907183,HD,76.78,78.1,1.7191977077363807,DD,60.51,61.36,1.4047264914890123,-0.3144712162473684
2013-11-14,13.557890992587874,HD,78.1,79.18,1.3828425096030892,CSCO,21.03,21.2,0.8083689966714128,-0.5744735129316764
